applicant_id,age,mothly_income,investment_income,savings_account_balance,checking_account_balance,credit_card_balance,other_loans_balance,loan_amount_requested,installment,loan_date,loan_purpose,state,city,credit_score,loan_amount,interest_rate,loan_term,employment_status,employment_duration,marital_status,dependents,education_level,residential_status,years_at_residence,bank_account_age,previous_defaults,default
A1124,25,13482.82,1212.08,67353.13,7110.25,109.48,45119.19,54924.19,4954.96,2020-05-04,Home,CA,Bellfurt,785.0,6434.38,0.1669,48,Employed,13,Single,0,High School,Owned,24,17,2,0
A1125,29,2042.04,2972.49,84484.82,24335.17,10485.01,6388.59,34677.94,4596.91,2020-05-05,Personal,TX,Williamshire,533.0,20381.82,0.1348,60,Employed,16,Married,1,Bachelors,Owned,28,10,2,0
A1126,51,12934.9,4419.29,17135.02,41721.98,2302.99,45096.41,33616.55,1717.12,2020-05-06,Home,TX,West Shelby,350.0,18121.12,0.1259,60,Employed,18,Divorced,4,High School,Owned,25,6,0,0
A1127,50,10925.91,4553.39,45251.58,47726.99,13964.77,26194.55,12334.21,1197.01,2020-05-07,Education,CA,East Calebchester,777.0,450581.09,0.0989,36,Employed,10,Married,2,High School,Owned,0,8,0,0
A1128,65,11596.37,4793.92,31918.77,6467.03,3349.4,13403.49,22168.36,1333.29,2020-05-08,Home,IL,Ramirezborough,800.0,497741.6,0.0344,60,Employed,13,Married,3,PhD,Owned,6,12,1,0
A1129,40,8149.34,3866.31,28335.9,41157.86,16347.61,30425.02,71633.16,3455.45,2020-05-09,Education,NY,Deniseburgh,514.0,152126.68,0.055,48,Employed,4,Single,0,Masters,Owned,17,11,0,0
A1130,41,3007.27,4529.94,86082.13,41229.06,9407.36,14045.18,61380.54,3656.41,2020-05-10,Home,TX,Brownport,429.0,67129.44,0.1171,36,Employed,5,Married,0,Bachelors,Owned,28,12,1,0
A1131,54,5076.78,1172.65,42165.4,19448.91,11325.56,23950.39,36204.0,1160.82,2020-05-11,Education,CA,Stephanieville,901.0,14372.12,0.1398,60,Employed,19,Single,4,PhD,Owned,8,5,1,0
A1132,52,19088.78,987.9,33907.63,5501.48,3731.7,40821.89,83775.44,1275.95,2020-05-12,Home,NY,West Cynthiaville,361.0,451407.71,0.0605,60,Employed,8,Single,4,PhD,Rented,23,6,1,0
A1133,61,9060.94,32.44,60351.05,49500.4,2933.76,1609.9,48956.87,1684.61,2020-05-13,Education,CA,Whitneyberg,342.0,182055.62,0.1455,48,Unemployed,6,Single,4,Bachelors,Mortgaged,7,8,2,0
A1134,57,10133.64,3534.22,21940.16,32779.65,12625.85,9154.45,79648.98,2222.57,2020-05-14,Car,FL,East Stephanieton,857.0,248677.91,0.119,36,Employed,10,Married,1,PhD,Rented,26,15,2,0
A1135,39,2475.13,4687.34,22989.35,49109.78,5109.21,47829.13,78336.83,4595.61,2020-05-15,Home,IL,Sarafurt,407.0,190740.73,0.1439,60,Employed,5,Married,4,Bachelors,Owned,21,19,0,0
A1136,44,2194.98,934.68,52028.87,24182.78,7718.51,22254.92,84951.9,229.89,2020-05-16,Education,NY,Kristyfort,889.0,454009.5,0.1196,24,Self-Employed,10,Married,0,High School,Rented,13,7,2,0
A1137,52,14767.86,3184.72,40927.27,19759.65,9588.98,15166.21,85127.4,3227.17,2020-05-17,Education,CA,Port Margarettown,854.0,417100.27,0.1027,48,Employed,16,Single,4,Bachelors,Mortgaged,12,12,0,0
A1138,18,11454.75,3732.3,29498.24,12359.27,4592.67,46163.98,68227.2,4322.32,2020-05-18,Education,NY,Anthonyberg,684.0,448640.04,0.0834,24,Self-Employed,12,Divorced,3,Bachelors,Owned,26,12,2,0
A1139,52,10911.06,4638.07,5395.11,49178.6,15908.48,45560.7,75192.93,3644.48,2020-05-19,Personal,FL,Lake Amandachester,583.0,217728.99,0.0582,12,Employed,7,Married,2,Masters,Owned,29,17,1,0
A1140,54,5997.8,3234.3,52077.42,12662.86,18788.49,2212.12,77913.81,1162.04,2020-05-20,Education,FL,South Gary,383.0,112309.35,0.0446,60,Employed,18,Married,3,Bachelors,Owned,21,4,2,0
A1141,64,15277.89,4851.47,81660.92,1188.14,8637.86,18123.9,17746.78,2436.06,2020-05-21,Home,IL,Maryshire,318.0,303019.59,0.1756,24,Self-Employed,13,Married,1,High School,Rented,17,4,2,1
A1142,31,4612.38,1723.37,85137.72,25623.42,18350.97,45641.08,30724.24,4560.37,2020-05-22,Education,CA,Collinsmouth,622.0,109529.41,0.1224,12,Employed,10,Single,4,Bachelors,Owned,29,0,0,0
A1143,20,5013.79,1749.64,23544.0,18852.52,17653.66,8988.6,11319.73,667.02,2020-05-23,Home,CA,New Kevinburgh,780.0,165981.72,0.1979,48,Employed,2,Married,4,Bachelors,Owned,21,18,0,1
A1144,18,10023.18,2715.06,59964.12,13069.13,3320.94,28910.68,19747.76,4938.8,2020-05-24,Car,CA,Wandaland,377.0,472826.02,0.1735,24,Self-Employed,8,Married,3,Bachelors,Mortgaged,9,1,1,0
A1145,22,6796.18,1917.51,85588.13,31730.41,3467.64,16038.9,78050.44,803.76,2020-05-25,Car,TX,Blaketon,307.0,436189.52,0.0499,36,Employed,19,Married,4,Masters,Rented,23,3,1,0
A1146,43,6078.07,7.13,40872.59,18213.43,9548.1,36828.27,94763.93,797.85,2020-05-26,Car,IL,South Joshua,914.0,221394.71,0.1781,48,Employed,5,Divorced,3,High School,Owned,27,2,0,0
A1147,31,13436.9,3658.86,93213.68,20112.54,10517.14,7913.12,67689.91,4083.01,2020-05-27,Personal,FL,South Christopherton,809.0,163767.32,0.162,48,Employed,15,Single,1,Bachelors,Rented,7,9,1,0
A1148,56,13542.98,3758.59,90297.85,1152.28,6822.59,29802.66,88718.72,4158.9,2020-05-28,Home,IL,West Claudia,359.0,291529.27,0.1979,36,Self-Employed,9,Divorced,0,High School,Rented,8,13,0,1
A1149,44,16753.57,3734.87,20813.39,29453.55,6258.42,0.42,32479.69,285.8,2020-05-29,Car,TX,South Edward,739.0,382669.33,0.1811,48,Self-Employed,19,Married,2,Masters,Owned,23,18,0,0
A1150,26,9227.61,1725.1,25896.48,6103.55,8627.35,12628.19,84733.76,924.7,2020-05-30,Home,CA,Lake Douglas,741.0,101152.0,0.0907,12,Employed,14,Single,4,Bachelors,Owned,26,2,0,1
A1151,32,2852.07,2611.45,18044.2,10690.24,13809.59,8108.26,34539.81,4747.79,2020-05-31,Car,FL,Carolynmouth,343.0,453912.65,0.1391,60,Self-Employed,4,Single,1,Bachelors,Rented,5,4,2,0
A1152,32,6562.83,1799.87,19605.44,35855.89,1687.87,10491.54,89522.51,1468.79,2020-06-01,Car,CA,Scottview,936.0,97832.11,0.1383,48,Employed,10,Divorced,3,Masters,Owned,3,10,2,0
A1153,43,19630.1,80.18,90786.21,15662.14,14211.64,43021.31,80006.54,159.97,2020-06-02,Home,TX,West Erika,988.0,307001.56,0.19,24,Self-Employed,12,Married,1,Masters,Rented,19,6,2,0
A1154,59,12530.78,2812.24,93113.79,8160.51,18524.81,45739.83,98376.12,1344.81,2020-06-03,Personal,TX,Port Kayla,517.0,277171.94,0.0594,48,Employed,2,Married,0,High School,Owned,3,10,0,0
A1155,30,14630.14,618.8,5189.72,28871.21,15270.13,37751.58,82900.0,3703.62,2020-06-04,Personal,CA,Scottburgh,782.0,167825.87,0.105,36,Employed,15,Married,4,Bachelors,Rented,2,19,1,0
A1156,68,1636.12,400.21,59360.34,10745.22,3833.54,29505.33,40422.76,4590.62,2020-06-05,Car,CA,West Kellyberg,731.0,282893.13,0.1288,24,Employed,5,Divorced,3,Bachelors,Owned,6,19,2,0
A1157,49,11086.81,3777.5,56423.16,13548.91,1749.62,11542.83,11897.9,860.27,2020-06-06,Home,NY,New Jenniferberg,578.0,440636.17,0.031,36,Unemployed,3,Married,1,High School,Rented,4,1,0,0
A1158,56,2194.28,47.53,39054.76,31066.97,9807.61,13736.07,87553.04,1199.63,2020-06-07,Personal,FL,Lake Matthewmouth,861.0,168574.92,0.0549,48,Employed,13,Married,3,Bachelors,Mortgaged,28,19,1,1
A1159,66,12030.76,4795.04,63169.76,36993.09,19128.12,15494.49,57547.91,2263.5,2020-06-08,Home,FL,Katelynland,478.0,443198.78,0.14,12,Employed,4,Single,4,PhD,Owned,28,18,2,0
A1160,69,18534.26,2576.28,94736.78,36982.98,16381.19,38850.27,85956.01,3766.68,2020-06-09,Car,IL,Jessicafort,880.0,36021.99,0.1103,24,Employed,19,Married,4,Bachelors,Owned,15,5,2,0
A1161,49,19415.75,4915.08,17025.49,24112.17,11254.67,12644.22,39325.76,3327.62,2020-06-10,Home,IL,North Edwin,389.0,269211.48,0.0739,48,Self-Employed,18,Married,3,Masters,Rented,25,18,1,1
A1162,21,11500.22,289.99,12041.09,22714.85,2859.63,48669.47,3865.97,1704.91,2020-06-11,Education,TX,Markmouth,570.0,150003.51,0.0622,48,Employed,15,Married,1,Bachelors,Owned,8,14,0,0
A1163,47,9976.79,2917.65,3339.06,39382.26,14276.74,39823.18,6189.24,425.12,2020-06-12,Personal,FL,Sethside,990.0,465526.52,0.1584,36,Employed,17,Married,2,Bachelors,Rented,11,3,1,0
A1164,54,18982.82,1746.64,36383.33,9651.74,16259.96,49985.89,67379.35,1339.51,2020-06-13,Education,TX,Scottside,640.0,28338.73,0.1145,48,Employed,7,Single,1,Bachelors,Rented,22,2,2,0
A1165,40,13961.78,4217.41,33762.85,7610.12,18701.38,22958.93,12331.79,1175.86,2020-06-14,Personal,CA,Nelsonfort,912.0,14266.53,0.079,12,Employed,18,Married,4,Bachelors,Owned,12,18,1,0
A1166,56,2700.64,1806.11,43081.97,33234.75,12242.32,29466.41,74800.74,203.16,2020-06-15,Car,FL,Tabithatown,572.0,405731.81,0.0881,24,Employed,13,Married,4,High School,Rented,23,13,1,0
A1167,62,10115.92,1302.44,50331.0,20475.35,10289.32,14020.08,42524.82,4877.7,2020-06-16,Education,TX,Danielberg,940.0,371116.69,0.1596,48,Employed,16,Single,4,Masters,Rented,27,1,0,0
A1168,32,5944.53,4287.77,75782.4,35499.92,12383.64,30187.23,56747.68,1351.32,2020-06-17,Car,NY,Jenningsstad,555.0,81772.49,0.0937,36,Employed,13,Married,1,Masters,Owned,1,18,1,0
A1169,60,10191.38,1873.27,39211.34,12830.01,18865.05,48695.01,80320.12,4199.02,2020-06-18,Home,NY,Denisemouth,394.0,471320.69,0.0968,12,Employed,13,Divorced,3,Bachelors,Owned,19,7,0,0
A1170,46,9926.11,84.17,33061.31,16243.59,12562.54,1519.01,26054.07,2475.82,2020-06-19,Home,FL,Sarahborough,383.0,437550.78,0.1177,60,Employed,17,Married,2,Masters,Owned,1,18,1,0
A1171,53,12269.68,1951.45,82687.88,44833.88,5151.84,14464.44,41877.35,4864.22,2020-06-20,Education,FL,South Lisa,352.0,125253.83,0.0402,12,Employed,15,Divorced,2,Bachelors,Rented,25,11,2,1
A1172,30,8100.25,3272.61,84979.67,21082.83,12723.03,14064.71,73226.17,832.81,2020-06-21,Education,IL,East Rebeccafort,708.0,343788.89,0.1525,48,Employed,1,Married,1,High School,Rented,4,10,1,0
A1173,49,4539.0,1271.8,23276.6,29547.67,17594.89,49118.49,91924.35,642.3,2020-06-22,Education,FL,Jamiehaven,909.0,217123.6,0.0453,48,Self-Employed,7,Single,4,Bachelors,Rented,11,10,2,0
A1174,24,10818.81,2159.94,31467.18,5334.11,11340.04,6632.47,29739.68,112.07,2020-06-23,Home,IL,Feliciafurt,690.0,282567.5,0.1807,24,Employed,1,Married,0,Bachelors,Rented,26,13,0,0
A1175,68,16858.75,283.58,82511.64,8941.46,10053.98,40618.01,62649.57,3620.39,2020-06-24,Education,NY,Lake Angela,390.0,396556.98,0.1221,48,Employed,8,Single,3,High School,Rented,9,12,1,1
A1176,39,13784.23,2940.46,7940.82,1794.39,14667.38,13727.69,95170.18,1601.24,2020-06-25,Personal,NY,West Kevin,685.0,317237.67,0.1901,12,Employed,0,Married,0,Masters,Owned,21,12,2,0
A1177,45,7759.81,3781.47,32584.68,21218.54,13219.77,43030.15,65236.37,4364.74,2020-06-26,Personal,NY,Lake Brittany,600.0,51581.27,0.0984,60,Employed,0,Divorced,3,Masters,Rented,24,7,2,0
A1178,19,18807.18,2066.56,44835.01,49446.0,1133.75,24387.55,89386.12,3205.64,2020-06-27,Car,CA,South Martin,432.0,305049.27,0.1972,12,Self-Employed,1,Single,2,Bachelors,Owned,24,3,0,0
A1179,59,18375.84,2101.16,18707.16,43693.66,14506.22,12113.05,94033.26,2929.42,2020-06-28,Home,FL,Garrettmouth,494.0,96792.21,0.1337,48,Employed,14,Married,4,High School,Owned,23,3,0,0
A1180,62,5372.95,441.41,17991.42,31645.45,8150.99,35486.65,93004.92,2485.77,2020-06-29,Personal,NY,Lake Emily,837.0,225659.29,0.051,48,Employed,3,Single,0,Bachelors,Rented,20,13,2,0
A1181,23,2229.23,1009.7,42486.21,43054.82,18817.97,42079.04,76089.23,1365.05,2020-06-30,Education,IL,East Steven,972.0,199443.8,0.1257,60,Employed,3,Single,2,Bachelors,Owned,1,0,1,0
A1182,45,15214.21,773.38,75452.17,29708.47,19416.06,23506.96,55657.45,416.97,2020-07-01,Home,IL,Michaelside,744.0,46412.6,0.0389,60,Employed,16,Single,3,Masters,Rented,17,1,1,0
A1183,45,16810.79,2408.44,84023.3,18438.44,8974.78,35699.46,10578.53,2273.48,2020-07-02,Home,TX,Adamschester,564.0,54057.01,0.1048,24,Employed,16,Married,0,Bachelors,Rented,18,11,0,0
A1184,61,19405.49,2646.28,97923.51,8677.32,19375.9,9079.13,23047.91,585.69,2020-07-03,Personal,TX,East Rebeccafurt,974.0,394921.94,0.1444,60,Employed,17,Divorced,4,Bachelors,Owned,4,3,1,0
A1185,61,17961.97,4744.7,7398.41,32652.44,6216.41,46880.61,26320.95,4538.08,2020-07-04,Car,CA,South Marthaberg,819.0,290147.45,0.0529,36,Self-Employed,7,Married,3,Bachelors,Rented,14,13,1,0
A1186,37,12609.89,366.16,21668.22,9652.56,13652.89,4822.48,4292.7,4163.71,2020-07-05,Car,IL,Heatherside,724.0,486983.4,0.0579,48,Employed,7,Married,0,Bachelors,Rented,15,18,2,1
A1187,47,11305.97,2999.34,75662.98,20871.42,1501.09,11097.54,11090.41,3136.83,2020-07-06,Personal,TX,North Jesseton,688.0,475947.54,0.1596,24,Employed,19,Married,0,Masters,Owned,11,11,2,0
A1188,28,2015.06,2632.49,54059.87,41290.09,2899.79,14417.99,30180.91,2316.95,2020-07-07,Education,FL,Archerstad,407.0,99363.43,0.0763,12,Employed,3,Married,1,Bachelors,Mortgaged,22,6,1,0
A1189,45,6063.14,2581.17,32767.98,6461.47,17290.52,7637.65,9983.35,2325.56,2020-07-08,Personal,FL,Floresmouth,534.0,428482.45,0.1752,24,Employed,13,Divorced,1,Bachelors,Owned,26,15,0,0
A1190,42,10002.87,4365.8,20558.97,6451.07,17875.68,20334.02,17783.97,2376.12,2020-07-09,Home,FL,Port David,319.0,166408.5,0.1344,48,Unemployed,14,Single,0,Bachelors,Owned,28,1,0,1
A1191,56,13127.32,1027.69,28047.76,11220.12,10652.22,22886.8,6387.34,3752.77,2020-07-10,Personal,FL,South Pamelamouth,816.0,90200.65,0.1229,48,Self-Employed,6,Married,0,Masters,Owned,2,9,2,0
A1192,50,11809.16,203.87,42928.9,27595.87,6795.47,25929.46,42236.73,718.4,2020-07-11,Personal,TX,South Beverly,952.0,228612.58,0.0971,60,Employed,7,Single,4,High School,Rented,27,19,2,0
A1193,18,15238.77,3361.36,17715.12,12586.17,9020.48,2039.98,82311.4,2703.35,2020-07-12,Personal,CA,Martinezport,834.0,146166.6,0.193,60,Employed,16,Divorced,4,PhD,Rented,13,10,2,0
A1194,44,6675.69,1725.79,96422.6,25159.9,17392.49,10955.3,81412.14,4082.07,2020-07-13,Car,TX,South Jennahaven,341.0,256724.87,0.1362,36,Employed,14,Married,4,High School,Owned,14,17,0,0
A1195,69,11951.62,87.95,10758.84,15099.13,4219.87,40388.16,90584.15,2599.62,2020-07-14,Car,FL,Jamesview,728.0,325675.92,0.0433,36,Employed,12,Single,3,Bachelors,Owned,18,2,0,0
A1196,30,3130.63,1256.87,98557.74,25312.11,5897.4,40530.23,74814.35,167.33,2020-07-15,Personal,NY,East Shannonland,848.0,155110.47,0.0994,48,Employed,18,Single,3,High School,Rented,0,0,1,0
A1197,58,9152.81,1546.63,84189.33,13881.57,15708.86,16500.34,25199.75,1298.98,2020-07-16,Education,FL,Lake Andrew,362.0,274352.31,0.0509,48,Self-Employed,10,Married,3,High School,Rented,16,9,1,0
A1198,20,15377.98,3084.19,42315.16,49000.62,18705.39,23058.72,70536.6,3376.06,2020-07-17,Home,CA,New Ashley,412.0,314726.61,0.1549,36,Employed,12,Divorced,2,Masters,Mortgaged,26,1,1,0
A1199,56,14327.92,862.93,73981.63,24635.9,1858.55,9172.65,75628.37,4677.58,2020-07-18,Education,IL,Lake Michael,330.0,309986.39,0.0725,36,Self-Employed,14,Single,3,PhD,Rented,7,1,1,1
A1200,23,19826.89,2065.27,67151.52,37182.17,16075.45,41106.99,54767.65,4479.37,2020-07-19,Education,IL,South Tiffanyville,593.0,462627.46,0.0328,60,Employed,4,Married,4,High School,Owned,2,18,1,1
A1201,25,6640.99,2412.38,21328.69,35027.33,12901.37,47834.19,80894.05,4131.25,2020-07-20,Education,FL,North Jasmine,902.0,326053.07,0.199,24,Employed,0,Single,3,PhD,Rented,2,17,1,0
A1202,44,10716.5,2296.19,33907.01,24527.97,4615.43,14567.64,8055.32,4755.8,2020-07-21,Home,CA,New Caitlinside,501.0,169630.43,0.1103,60,Employed,7,Married,4,Bachelors,Owned,29,3,0,0
A1203,26,7596.31,4869.7,51312.26,11943.1,15116.34,39096.9,59883.28,1471.6,2020-07-22,Home,TX,North Garrettberg,473.0,51795.26,0.0359,36,Unemployed,15,Single,4,High School,Owned,7,15,0,0
A1204,54,9651.16,227.52,63784.42,25535.91,14558.32,17619.46,48509.44,160.75,2020-07-23,Personal,CA,Loganshire,804.0,245963.17,0.1073,12,Unemployed,7,Single,1,Bachelors,Rented,15,6,1,0
A1205,50,17353.58,4754.84,54289.5,34048.58,2840.6,131.7,80715.97,1836.44,2020-07-24,Education,FL,New Raymondchester,674.0,290140.13,0.0764,36,Self-Employed,0,Single,4,Masters,Owned,10,3,2,0
A1206,68,14157.87,2909.69,47298.75,22995.96,10045.02,29986.39,13668.1,2927.35,2020-07-25,Education,TX,East Madelinechester,743.0,280357.22,0.1535,12,Employed,2,Married,0,PhD,Rented,26,19,2,0
A1207,59,17825.16,3978.64,44315.23,4096.26,15165.82,20519.93,22049.77,1650.68,2020-07-26,Education,IL,East Kyle,877.0,277323.89,0.0313,60,Unemployed,2,Single,0,Bachelors,Owned,25,13,2,0
A1208,61,5264.96,2151.96,49826.45,899.16,3830.88,37921.75,56310.5,316.6,2020-07-27,Home,FL,Kimberlyburgh,795.0,190796.85,0.0533,60,Employed,2,Married,0,PhD,Owned,11,18,1,0
A1209,41,17657.18,2269.19,43435.15,16393.84,9255.32,37438.2,94773.33,2585.22,2020-07-28,Education,IL,Williamsfurt,639.0,479078.66,0.0902,60,Employed,10,Single,3,High School,Owned,28,5,0,1
A1210,32,2605.6,4396.63,54133.01,7511.2,2414.82,47301.56,9236.79,1078.51,2020-07-29,Car,FL,North Natashashire,967.0,308414.2,0.0974,48,Employed,8,Married,4,Bachelors,Owned,23,15,1,0
A1211,49,17939.09,4479.67,88798.53,45309.51,6136.7,21890.95,74594.33,3665.1,2020-07-30,Education,TX,Carlsonchester,995.0,115027.99,0.1129,48,Employed,3,Divorced,2,Bachelors,Owned,10,3,2,1
A1212,49,7587.86,1193.44,63282.93,8791.63,4358.9,24125.6,21334.52,537.09,2020-07-31,Education,CA,West Toddville,300.0,8167.6,0.09,60,Employed,10,Single,4,Bachelors,Owned,8,13,1,1
A1213,41,7319.87,996.21,72262.09,19714.14,10101.42,20020.27,11439.44,4794.82,2020-08-01,Home,IL,Michaelberg,666.0,287236.59,0.0978,24,Self-Employed,5,Married,2,Masters,Rented,1,19,0,0
A1214,58,10973.64,2481.18,59748.31,35603.88,2824.31,14846.94,40081.85,4395.73,2020-08-02,Home,TX,Richardside,712.0,374445.94,0.1124,48,Self-Employed,17,Divorced,3,Bachelors,Rented,8,14,2,0
A1215,69,18902.77,4501.39,64301.77,40771.08,7663.02,31892.11,58722.23,4381.89,2020-08-03,Car,IL,Williammouth,342.0,59196.57,0.1885,24,Employed,13,Single,1,Bachelors,Owned,20,12,0,0
A1216,66,2383.96,1611.78,57834.98,23885.66,5503.26,41401.84,82874.78,3970.46,2020-08-04,Personal,NY,Gomezshire,866.0,235808.96,0.1196,48,Self-Employed,10,Married,1,High School,Owned,13,9,0,0
A1217,66,8016.27,3260.07,2686.65,9056.75,14920.98,7890.53,63834.49,3204.59,2020-08-05,Education,TX,Paulton,389.0,486188.47,0.1032,36,Employed,13,Single,4,Bachelors,Owned,17,9,0,0
A1218,69,17346.58,3540.76,99959.84,13544.76,13993.4,49091.97,49675.05,361.8,2020-08-06,Home,TX,Lake Kristinview,382.0,249678.8,0.0381,60,Employed,6,Married,3,Bachelors,Owned,23,16,2,0
A1219,29,8827.01,3893.37,3360.92,20948.42,1898.61,34190.37,29281.07,3345.89,2020-08-07,Personal,CA,Dillonmouth,620.0,427503.78,0.0555,48,Employed,2,Married,4,Bachelors,Rented,4,11,1,0
A1220,56,5184.4,2819.62,39514.8,18229.73,19069.68,39005.55,29962.75,3759.94,2020-08-08,Home,CA,Shawnland,763.0,74613.33,0.1587,36,Employed,13,Married,2,Bachelors,Owned,15,9,1,0
A1221,19,9358.69,2012.28,10511.57,17433.64,14893.66,49942.73,77287.11,741.02,2020-08-09,Home,FL,Lake Anneland,340.0,228744.83,0.193,24,Employed,19,Married,4,Bachelors,Rented,18,16,0,0
A1222,20,8632.72,4835.08,9692.85,6592.69,12319.17,25201.57,12291.91,3117.2,2020-08-10,Home,CA,Rickyfort,803.0,179932.95,0.0952,48,Employed,15,Divorced,1,PhD,Rented,4,3,2,0
A1223,66,18435.2,3056.65,79352.7,45665.51,9554.03,3564.56,15500.9,2446.45,2020-08-11,Home,FL,New Alexview,888.0,18986.31,0.1935,24,Employed,12,Married,0,Masters,Mortgaged,4,17,0,0
A1224,54,15595.79,3642.83,42592.58,1487.83,3558.45,39514.59,72253.9,2414.96,2020-08-12,Home,CA,Port Ashleyton,,262959.96,0.0858,60,Employed,18,Married,3,Bachelors,Rented,21,14,1,0
A1225,66,10844.64,1724.91,80113.87,22000.11,19240.32,43538.3,96143.16,1077.36,2020-08-13,Personal,CA,South Rickside,398.0,202375.24,0.1919,48,Self-Employed,6,Married,2,High School,Rented,8,4,2,0
A1226,34,19784.86,3349.75,27278.65,49016.07,157.17,8119.86,12903.19,3723.25,2020-08-14,Education,FL,Markton,722.0,307774.72,0.1336,60,Employed,12,Single,0,Bachelors,Rented,26,4,1,0
A1227,66,10107.63,1288.99,25646.28,32986.2,13849.62,1206.87,61333.18,4633.11,2020-08-15,Personal,NY,Jessicafurt,892.0,275511.05,0.0349,12,Self-Employed,13,Single,1,Bachelors,Rented,16,19,2,0
A1228,19,2577.4,1225.48,25123.14,17770.53,10148.89,6791.18,24679.65,3960.24,2020-08-16,Home,TX,East Kim,984.0,229467.2,0.0433,60,Self-Employed,17,Single,1,High School,Owned,17,12,2,0
A1229,19,6352.07,3573.61,61614.56,7304.88,18051.64,16198.32,3550.02,1908.26,2020-08-17,Education,FL,Coleville,746.0,55040.34,0.1966,24,Employed,12,Married,4,High School,Owned,22,19,2,0
A1230,45,9567.3,2606.97,81499.94,48193.63,7613.95,46214.05,83394.5,4922.47,2020-08-18,Personal,NY,Davischester,531.0,224130.17,0.0819,24,Employed,7,Single,3,Bachelors,Mortgaged,21,3,2,0
A1231,40,4402.7,3416.38,45226.1,699.32,10372.89,123.36,51351.86,1884.43,2020-08-19,Personal,CA,Mcmahonhaven,484.0,485684.81,0.0324,60,Employed,3,Divorced,4,High School,Rented,26,4,2,0
A1232,54,19029.95,1347.19,37924.89,34069.38,14846.79,40189.89,3365.11,1248.68,2020-08-20,Education,FL,Josephfort,505.0,140755.05,0.0433,48,Employed,0,Married,3,Bachelors,Owned,26,6,0,0
A1233,49,15686.7,2993.62,97357.96,44006.87,951.33,42742.74,89649.88,4843.61,2020-08-21,Car,NY,New Gregoryton,577.0,195557.14,0.1201,48,Employed,1,Married,3,High School,Rented,7,13,1,1
A1234,50,6463.31,2219.67,11675.4,1258.02,1089.5,40552.62,54032.84,3970.1,2020-08-22,Personal,NY,Lorettaton,819.0,421528.2,0.0689,24,Self-Employed,12,Divorced,1,Masters,Owned,28,15,2,0
A1235,18,12429.88,2984.8,48663.27,36258.74,4233.45,4110.72,73969.67,3830.1,2020-08-23,Car,TX,West Cynthiaport,812.0,262421.46,0.1582,24,Employed,8,Single,0,Masters,Rented,19,18,1,0
A1236,36,14846.81,1454.4,40848.78,49941.89,2928.49,33959.5,42926.98,479.42,2020-08-24,Car,CA,West Willie,694.0,6010.53,0.1803,36,Employed,15,Married,4,High School,Mortgaged,2,8,2,1
A1237,19,18913.66,3577.25,9812.66,31982.12,128.87,47695.18,19303.44,1040.92,2020-08-25,Education,IL,Smithbury,933.0,272039.06,0.0916,48,Employed,19,Married,3,Bachelors,Rented,13,15,1,1
A1238,61,17810.25,4029.65,26820.04,20733.95,12459.8,6018.14,47091.76,190.74,2020-08-26,Education,NY,Thomasfort,486.0,436647.38,0.1483,36,Self-Employed,18,Married,1,Masters,Rented,23,3,2,0
A1239,43,11031.06,1299.58,2844.12,43720.04,15918.76,1584.09,29479.56,3905.58,2020-08-27,Education,FL,Matthewfort,539.0,346733.89,0.1532,24,Employed,12,Married,2,High School,Mortgaged,16,7,0,0
A1240,49,15831.07,1503.1,87695.43,27708.96,19142.3,43682.95,30376.81,1463.39,2020-08-28,Personal,CA,Lake Henry,634.0,379802.35,0.1105,24,Employed,8,Married,1,Masters,Owned,16,5,0,0
A1241,23,11899.68,3305.77,60784.95,37472.04,8818.01,32246.48,64743.93,747.9,2020-08-29,Home,IL,Hannahtown,672.0,23942.05,0.0741,36,Employed,16,Single,4,Bachelors,Rented,15,17,1,0
